AKASH,SM,102.0,102.0,100.0,100.0,100.0,101.0,100000,10006100.0,2017-06-28,25,INE737W01013
AKSHARCHEM,EQ,760.95,772.0,750.0,757.1,760.0,765.5,5070,3849667.1,2017-06-28,446,INE542B01011
AKSHOPTFBR,EQ,17.2,17.25,17.0,17.05,17.1,17.1,409778,6994860.45,2017-06-28,922,INE523B01011
AKZOINDIA,EQ,1810.0,1865.95,1801.05,1839.45,1825.1,1812.85,9218,16916949.1,2017-06-28,1587,INE133A01011
ALANKIT,BE,33.35,33.85,33.05,33.3,33.3,33.45,351658,11755510.9,2017-06-28,466,INE914E01040
ALBERTDAVD,EQ,307.0,315.0,307.0,310.85,314.0,307.7,2210,685666.55,2017-06-28,73,INE155C01010
ALBK,EQ,66.6,67.45,65.8,67.0,67.05,67.0,3255224,217836883.65,2017-06-28,16001,INE428A01015
ALCHEM,EQ,15.55,15.55,14.2,15.25,15.3,15.6,16581,246493.55,2017-06-28,136,INE964B01033
ALEMBICLTD,EQ,38.4,38.8,37.7,38.35,38.3,37.85,257835,9867629.25,2017-06-28,1403,INE426A01027
ALICON,EQ,477.0,492.4,477.0,485.5,483.55,478.9,2007,978374.2,2017-06-28,93,INE062D01024
ALKALI,EQ,64.5,64.5,62.0,62.6,63.4,64.3,15227,967056.0,2017-06-28,178,INE773I01017
ALKEM,EQ,1811.9,1855.0,1811.85,1835.45,1834.5,1829.45,13685,25081241.75,2017-06-28,2090,INE540L01014
ALKYLAMINE,EQ,376.0,380.0,375.2,378.8,379.0,377.55,35476,13399385.15,2017-06-28,182,INE150B01021
ALLCARGO,EQ,172.8,175.6,170.5,171.45,170.8,172.55,138422,23870479.15,2017-06-28,2330,INE418H01029
ALLSEC,EQ,313.95,334.9,313.55,326.05,327.0,314.2,10594,3415849.9,2017-06-28,490,INE835G01018
ALMONDZ,EQ,18.55,18.6,17.5,18.35,18.0,18.05,44547,798551.5,2017-06-28,165,INE326B01027
ALOKTEXT,EQ,2.65,2.7,2.5,2.6,2.65,2.7,4575834,11882600.9,2017-06-28,1246,INE270A01011
ALPA,BE,31.4,31.4,29.55,30.35,30.5,30.25,11418,343728.25,2017-06-28,62,INE385I01010
ALPHAGEO,EQ,825.75,832.95,809.0,811.0,809.7,819.05,29262,23949459.9,2017-06-28,1428,INE137C01018
ALPSINDUS,EQ,6.15,6.15,6.0,6.1,6.05,6.05,18469,111813.1,2017-06-28,40,INE093B01015
AMARAJABAT,EQ,837.0,846.6,834.05,839.4,837.05,839.3,324581,272898499.25,2017-06-28,10262,INE885A01032
AMBIKCO,EQ,1257.1,1258.0,1250.0,1253.05,1250.25,1257.4,1099,1378592.6,2017-06-28,121,INE540G01014
AMBUJACEM,EQ,240.8,246.45,237.05,245.65,246.2,240.75,3461166,841781013.0,2017-06-28,48277,INE079A01024
AMDIND,EQ,26.45,26.45,25.8,26.05,26.05,26.15,8492,221530.05,2017-06-28,62,INE005I01014
AMRUTANJAN,EQ,680.0,683.75,670.35,678.35,675.0,683.75,2827,1911819.2,2017-06-28,344,INE098F01023
AMTEKAUTO,EQ,27.75,30.5,27.75,29.5,30.45,29.2,4671534,134530990.75,2017-06-28,12423,INE130C01021
ANANTRAJ,EQ,57.25,59.1,56.65,57.85,57.95,57.6,903856,52485919.5,2017-06-28,4754,INE242C01024
ANDHRABANK,EQ,52.6,54.25,52.4,53.95,54.05,53.45,3191618,170897315.9,2017-06-28,7202,INE434A01013
ANDHRACEMT,EQ,9.1,9.2,8.9,8.9,8.9,9.15,66410,597419.75,2017-06-28,127,INE666E01012
ANDHRSUGAR,EQ,328.5,333.6,327.2,330.2,330.65,328.2,19219,6378301.45,2017-06-28,421,INE715B01013
ANGIND,EQ,7.15,7.4,7.1,7.3,7.3,7.35,10977,79254.35,2017-06-28,60,INE017D01010
ANIKINDS,BE,26.25,26.25,24.65,25.5,25.5,25.0,1040,25690.2,2017-06-28,8,INE087B01017
ANKITMETAL,EQ,1.2,1.3,1.15,1.2,1.2,1.25,152635,189640.85,2017-06-28,92,INE106I01010
ANSALAPI,EQ,28.7,28.7,27.4,27.6,27.8,28.6,513789,14338258.4,2017-06-28,3347,INE436A01026
ANSALHSG,EQ,27.5,27.95,26.75,26.9,26.85,27.8,63814,1738128.75,2017-06-28,354,INE880B01015
ANTGRAPHIC,BE,1.5,1.5,1.5,1.5,1.5,1.55,4034,6051.0,2017-06-28,7,INE414B01021
APARINDS,EQ,755.95,758.0,742.3,751.5,753.4,755.85,15006,11214162.3,2017-06-28,748,INE372A01015
APCL,EQ,212.2,222.95,212.15,217.2,216.6,219.85,1051,229289.55,2017-06-28,48,INE071F01012
APCOTEXIND,EQ,406.3,408.0,392.65,395.9,398.0,401.8,6956,2763968.75,2017-06-28,340,INE116A01024
APLAPOLLO,EQ,1552.1,1552.1,1510.0,1521.15,1511.05,1533.35,7484,11495117.8,2017-06-28,922,INE702C01019
APLLTD,EQ,505.0,509.1,498.0,505.15,505.0,504.25,68560,34524233.25,2017-06-28,4173,INE901L01018
APOLLOHOSP,EQ,1279.0,1285.1,1261.45,1276.35,1279.0,1279.6,194333,248225704.05,2017-06-28,9788,INE437A01024
APOLLOTYRE,EQ,240.0,245.75,237.5,244.3,245.1,243.25,4211405,1016691003.9,2017-06-28,47558,INE438A01022
APOLSINHOT,EQ,789.75,789.75,772.05,789.0,789.0,754.8,8,6297.2,2017-06-28,5,INE451F01016
APTECHT,EQ,192.0,195.4,188.9,191.9,191.0,192.35,391382,75610630.75,2017-06-28,4793,INE266F01018
ARCHIDPLY,EQ,85.9,88.45,83.85,86.0,85.6,86.75,70562,6093363.0,2017-06-28,979,INE877I01016
ARCHIES,EQ,29.75,31.0,29.65,30.6,30.35,30.25,74453,2259654.95,2017-06-28,321,INE731A01020
ARCOTECH,EQ,93.9,104.3,92.6,97.45,96.4,96.25,2264763,225858900.2,2017-06-28,18621,INE574I01035
ARIES,EQ,148.5,153.55,147.0,150.05,149.15,148.5,42389,6404705.2,2017-06-28,1317,INE298I01015
ARIHANTSUP,EQ,187.05,187.6,183.5,184.25,184.15,185.85,751763,139079274.25,2017-06-28,4443,INE643K01018
ARMANFIN,EQ,195.95,195.95,188.0,188.95,188.2,191.25,6899,1302422.35,2017-06-28,111,INE109C01017
AROGRANITE,EQ,73.0,73.5,71.65,73.0,73.25,73.05,17914,1303970.65,2017-06-28,299,INE210C01013
ARROWGREEN,EQ,571.35,574.8,551.0,555.25,554.0,542.55,153582,86097437.75,2017-06-28,5196,INE570D01018
ARROWTEX,EQ,45.3,45.5,44.6,44.9,44.6,45.0,6949,312011.25,2017-06-28,72,INE933J01015
ARSHIYA,EQ,67.15,70.4,67.0,67.7,68.5,68.05,76523,5255619.4,2017-06-28,727,INE968D01022
